"","Species","Collection","f300_area","f670_area","f300_maxwl","f670_maxwl","f300_lo_wlhm","f300_up_wlhm","f300_width_wlhm","f300gauss_lo_wlhm","f300gauss_up_wlhm","f670_lo_wlhm","f670_up_wlhm","f670_width_wlhm","f670gauss_lo_wlhm","f670gauss_up_wlhm","f300_max","f670_max","NDVI","OSAVI","SAVI","MTVI","PWI","GMI1","GMI2","MCARI","TVI","Vogelmann4","Boochs","Boochs2","CARI","CI","Carter","Carter2","Carter3","Carter4","Carter5","Carter6","Datt","Datt2","Datt3","Datt4","Datt5","Datt6","DD","DDn","D1","D2","EVI","EGFR","EGFN","GI","Gitelson","Gitelson2","Green.NDVI","MCARI.OSAVI","MCARI2","MCARI2.OSAVI2","mNDVI","mND705","Maccioni","MSAVI","mSR","mSR705","mSR2","MTCI","NDVI2","NDVI3","NPCI","OSAVI2","RDVI","REP_LE","REP_Li","SIPI","SPVI","SR","SR1","SR2","SR3","SR4","SR5","SR6","SR7","SR8","SRPI","Sum_Dr1","Sum_Dr2","TCARI","TCARI2","TCARI.OSAVI","TCARI2.OSAVI2","Vogelmann","Vogelmann2","Vogelmann3","PRI","PSSR","PSND","CRI1","CRI2","CRI3","CRI4","MPRI","PRI.CI2","CI2","PSRI","ClAInt","TGI","PRI_norm","PARS","DPI","GDVI_2","GDVI_3","GDVI_4","DWSI4"
"1","Trentepohlia","no",180.957905085445,11.321605073112,398.339,683.922,303.353,442.59,139.237,0.087649171231602,0.089940828408523,657.487,721.132,63.645,0.010190956955957,0.007278883649017,0.748597795550763,0.106023129300169,0.170889892991095,0.196711947378439,0.253121162710296,8.22241762288348,0.937950413770158,1.58443449571774,1.20583274153024,0.274801513735439,255.061307263151,-0.026496727276867,-0.245183052198928,0.344497228092973,60.874126043368,1.00607828689212,6.60016634873412,0.78395153361594,0.742239945170625,0.845277337267165,1.02814957344751,23.0326627122642,0.753294034569098,1.30425574696832,-0.119346303086982,0.039100512168512,1.22304157547422,0.057608372634868,1.7376060710061,-68.3682656884149,0.061163359907684,-2.95719558920116,-0.114217766862226,2.53821468596361,0.434743174874559,0.81169204775893,0.033042175601365,-1.12976675778291,0.272130763494805,1.39697419194763,3.49032450403417,35.9950685507471,0.255884745769625,0.126790669055637,0.682070004665138,0.288012639678868,1.68775567847828,1.29040154419448,0.50607282677423,1.95402505069962,0.083790619598855,0.101688268344491,0.654691966223251,0.096966741405518,1.4100015928045,787.302292619553,725.89106911719,2.45400471605351,8.34721632499243,1.41222484576288,1.20583274153024,1.24489765723926,1.58443449571774,1.05972442131569,0.940499793720411,1.15269312733291,0.326872190028248,0.854183247683314,0.208684178581526,75.3691706933335,4.96851790583385,0.518797343937457,7.37462123573077,2.63734537150091,76.0530995353335,1.07526864295812,-0.026222051528253,2.21998759047184,-0.086286554775658,1.37171990074768,0.419582458851908,0.00741160428294,0.017786032853334,-1.60715250842299,-1.21097683217038,19.1567600741926,-0.020500171286971,0.237582452333053,0.272115102997702,6964.85620738,143.195611714756,0.057747153672966,1.84521958976841,0.239326968503262,0.332081880754602,0.475961241239892,0.598195710327912,0.808026226356793
"2","CaloOrtho","TB300.1.1",223.556937839003,2.07805866877911,442.884,677.8905,305.439,563.1635,257.7245,0.039903013303307,0.0186763494815965,667.2665,687.345,20.0785,0.0037172528746815,0.002445971278512,0.556451106604827,0.0320069503300835,0.25253538030285,0.311149841455236,0.399817189666362,6.46657675041046,0.903821039108321,2.77310819450468,1.28748514621939,0.537444749342827,192.109114215178,-0.036194732063881,-0.037071347208396,-0.147820162564115,45.6295037097599,1.00480678061208,4.32312779986045,0.7219730073592,0.525025982224218,0.794216879443143,1.10407548078752,10.4432187738765,0.783841217595878,1.54013970239322,0.421739378613589,0.0801096192545755,1.87458462228533,0.152393092799138,0.608946064083462,-50.5638491643912,-2.20880024018873,-0.1293782228528,-0.285602933160064,2.74212332696428,0.464508125818783,0.542244620332282,0.044592078210106,-1.15379251428281,0.530119324573558,1.73506221668848,2.67975412531486,20.4024524027409,0.314562317852298,0.141685496613053,0.691910243379482,0.420246174593885,1.92088960392259,1.33090181272331,0.586867894066598,1.69040834646294,0.112256500921549,0.311204857400244,0.598792840354045,0.129816738745637,1.96868242663198,741.319491508389,725.25188323061,2.09741962854104,8.96602236601257,1.6761984268488,1.28748514621939,1.36217277330787,2.77310819450468,1.14632107299704,0.874772799024903,1.21537727355038,0.252058252824417,0.799299189894838,0.251986475148159,69.5341757908334,7.21393552916721,0.342247918943445,3.60216724935436,1.07978290534505,27.1613630997582,1.0833829822891,-0.0358610185497755,-0.591390313510643,-0.13285612554597,1.85120202056703,0.711140840768473,0.024334126577063,0.0756180594967555,-2.8394353116272,-1.25400768197198,7.8297730703582,-0.043891048396941,0.334803716208452,0.439024221344983,4773.20088217,-56.7496150948989,0.0591775969027185,3.52912881132333,-26.4695067060981,0.474666254072025,0.649115151659447,0.774372435836453,0.515452308869928
"3","RoccCereb","TB300.1.2",73.5074436472626,9.49004374293793,343.07175,674.72675,297.391,376.29175,78.90075,0.0638526938961975,0.0476078982072895,654.892,701.07275,46.18075,0.00692001317588002,0.00308206258288019,0.542339661680094,0.072750893626761,0.160309704409793,0.198881300838017,0.256192174095662,14.9179506747554,0.926997116993766,1.51099014892683,1.20173060049739,1.23047896171445,452.590553275899,-0.028579841489856,0.0732141687696383,0.00931200304486175,80.0376420135431,1.00043802573735,1.87058484649311,0.799538586428232,0.736156352890193,0.849053467782571,1.05099202654612,31.7911751881775,0.791917327004226,1.33385369750608,0.217676793747465,0.030251013818421,1.18356250851717,0.0447700218767155,2.27500515104778,-87.430088352861,4.38928381195589,0.379052371989914,-0.105213962927895,3.07131384292363,0.501211445275483,0.856723368098204,0.0259088937972438,-0.440852262074973,0.247517476976881,5.82063497937247,5.32394069625563,50.4086248343292,0.340333459085623,0.185506648997694,0.718652487078948,0.29015620988795,2.09807716330451,1.47060608981681,0.506775515883037,2.20929760862338,0.0836930378504005,0.0847605629777372,0.270365739079365,0.0969072017785835,1.63436185718251,402.48556383569,726.131016924572,2.05987134810427,15.2520191857348,1.38498897405009,1.20173060049739,1.2239078676077,1.51099014892683,1.0723647937051,0.94082881113896,1.15439948999477,0.593273435592246,0.914660623700048,0.57690017793502,87.4926373968753,8.69667016708395,3.11087385635431,11.4327754661625,14.5089774297504,108.241262480924,1.07054325924127,-0.0283257406802,0.818944544409347,-0.0554999975780327,1.4107059184286,0.340393860732621,0.00319829259211675,0.0103206947753855,-1.52813749067427,-1.2089415557127,28.6640328328031,-0.0121952280506565,0.227731274432107,0.205251263198741,8986.010653535,119.018224145932,0.034545433572034,1.63992651104851,12.8102241228232,0.311751394523776,0.447562834355848,0.564118306168395,0.836844620709426
"4","CaloOrtho","TB400.1.1",223.556937839003,2.07805866877911,442.884,677.8905,305.439,563.1635,257.7245,0.039903013303307,0.0186763494815965,667.2665,687.345,20.0785,0.0037172528746815,0.002445971278512,0.556451106604827,0.0320069503300835,0.25253538030285,0.311149841455236,0.399817189666362,6.46657675041046,0.903821039108321,2.77310819450468,1.28748514621939,0.537444749342827,192.109114215178,-0.036194732063881,-0.037071347208396,-0.147820162564115,45.6295037097599,1.00480678061208,4.32312779986045,0.7219730073592,0.525025982224218,0.794216879443143,1.10407548078752,10.4432187738765,0.783841217595878,1.54013970239322,0.421739378613589,0.0801096192545755,1.87458462228533,0.152393092799138,0.608946064083462,-50.5638491643912,-2.20880024018873,-0.1293782228528,-0.285602933160064,2.74212332696428,0.464508125818783,0.542244620332282,0.044592078210106,-1.15379251428281,0.530119324573558,1.73506221668848,2.67975412531486,20.4024524027409,0.314562317852298,0.141685496613053,0.691910243379482,0.420246174593885,1.92088960392259,1.33090181272331,0.586867894066598,1.69040834646294,0.112256500921549,0.311204857400244,0.598792840354045,0.129816738745637,1.96868242663198,741.319491508389,725.25188323061,2.09741962854104,8.96602236601257,1.6761984268488,1.28748514621939,1.36217277330787,2.77310819450468,1.14632107299704,0.874772799024903,1.21537727355038,0.252058252824417,0.799299189894838,0.251986475148159,69.5341757908334,7.21393552916721,0.342247918943445,3.60216724935436,1.07978290534505,27.1613630997582,1.0833829822891,-0.0358610185497755,-0.591390313510643,-0.13285612554597,1.85120202056703,0.711140840768473,0.024334126577063,0.0756180594967555,-2.8394353116272,-1.25400768197198,7.8297730703582,-0.043891048396941,0.334803716208452,0.439024221344983,4773.20088217,-56.7496150948989,0.0591775969027185,3.52912881132333,-26.4695067060981,0.474666254072025,0.649115151659447,0.774372435836453,0.515452308869928
"5","YelRhizoNoSchiz","TB400.1.2",64.7095207048047,0.051853435834422,374.665,674.162,302.161,434.344,132.183,0.028264488178936,0.010411247241558,672.439,676.46,4.02100000000007,0.000334663915868,0.000823170811444,0.304025336073178,0.005994813095991,0.086018171808429,0.099396748707222,0.127569502192399,-0.622208160524445,0.853000959051158,1.39605188014314,1.08917081077337,-0.238335719222521,-2.76324986683977,-0.008897628348537,-0.147993076688481,0.370433447948741,42.3069519385136,0.990125738164144,2.14032002546883,0.907646834839415,0.843121435504486,0.936392817160703,1.02738458314466,16.5884709925043,0.754992424005643,1.1743685809138,2.22875108900097,0.057085001000126,1.22997321309336,0.071570796924556,-0.454234685263049,-43.7409419503165,-0.616470075684687,-0.077507633526935,-0.049379075274349,2.82700626236634,0.477398294414249,0.827890038005606,0.04703141859118,-1.73778303980487,0.191098081663867,-2.39782208495119,0.198112504260201,5.1235414851386,0.177969669688084,0.069487697322076,0.618119658963396,0.155674626253049,1.43300025102615,1.14935363481406,0.374042197739512,1.29023100673904,0.033452711699329,0.096957681043138,0.325689341536955,0.038667102595899,0.576749083449611,719.53780077141,724.625941746344,3.30946748328699,-0.339934298203805,1.18822731296229,1.08917081077337,1.09849649604182,1.39605188014314,1.03426112934607,0.963285865863649,1.06280105351696,0.543676340323262,0.892293910961143,0.508649075869671,64.5620139033334,2.68698814000024,-0.787401782588351,0.282995233000353,-7.92180622434322,7.31875972083733,1.01081166149635,-0.008916405449945,3.04164685098983,-0.07351615250562,1.21073863472017,0.308111328754038,0.007276557562885,0.020527970370203,-1.34576907466264,-1.03509025501648,14.2902081183345,-0.006941751388917,0.094424846136855,0.2854294861246,4874.26073693,50.5349572339293,0.123243962763401,1.58464234641602,0.426830794035249,0.170772774362259,0.253073408682447,0.331867192792483,0.806952313727113
"6","BlackStipCren","TB400.1.3",99.7678135787239,12.1831228378748,358.36,676.166,299.18,402.768,103.588,0.07151764654766,0.0582869707857325,649.4255,715.7025,66.277,0.012333148023808,0.007121762739934,0.53730679292183,0.102397793358228,0.140613042066269,0.182393870067327,0.234608274816525,8.47516346485691,0.967944889974381,1.52290287014181,1.19617103068722,0.889450862792143,308.902686543403,-0.0282102250178065,0.139759051962615,0.171727343838162,60.0377291987935,0.992419977177926,2.14935515067378,0.807000343899375,0.75504009136896,0.858174961249828,1.05596356482461,23.4806717598199,0.753050469255843,1.24132537195558,-239.459732784838,0.039591647577429,1.18689023098481,0.055853367532582,1.06596057168231,-64.6811939663087,0.126715057059347,1.09514400657704,-0.097970985230787,1.96580196709916,0.323462606597004,0.840277179899783,0.0343716274828255,-0.961055148521265,0.237146153636196,4.87202048520593,3.37699417945376,36.4251808445613,0.272044814741272,0.157288874907684,0.712473301139593,0.26965099687596,1.74907451863893,1.37371697380862,0.496603209604128,2.19274461529391,0.0803367962569655,0.089134489891367,0.329326412993644,0.0929594412016175,1.26826582520065,744.275697763516,722.955786988881,2.3458780284512,8.69348282610779,1.32724673601165,1.19617103068722,1.23474520209566,1.52290287014181,1.07650309318061,0.938839268480583,1.14673137470609,0.537388937358801,0.894774768878642,0.505491418570176,58.5700675041668,5.65562032250043,2.19151864436806,7.38418745369768,12.0209709500974,79.6858718633386,1.0607868205585,-0.0280179736421125,4.5661064218624,-0.0669976456656915,1.35239647934411,0.356306180330379,0.005360497409485,0.0150861640081035,-1.50364385427846,-1.17101784789412,20.5656281708331,-0.014490073437681,0.215557786614852,0.232707811075227,6772.50622655,126.477961186387,0.049423535143121,1.68566019169675,0.72988183960941,0.275771880201084,0.400837255972712,0.512553927848711,0.819235074522736
"7","Finlike","TB400.1.4",86.4761677762316,7.70081956885655,347.6765,669.565,300.3725,390.0575,89.685,0.053985365286493,0.0654449316965635,651.154,698.806,47.6520000000001,0.009307809605206,0.0061727244166955,0.417605958367239,0.088979804915532,0.217106804190951,0.268198421876158,0.345293046101167,19.1051073034793,0.952154772572247,1.68370223749275,1.32450202446516,1.36264850508149,595.344001487234,-0.042129957414674,-0.091853671874608,0.319972316810919,66.7615549024428,0.992838235699647,2.16464725161785,0.734026318680981,0.690116889665124,0.793464226075274,1.07375741923602,25.7261924147256,0.773032832844127,1.4106253127953,2.86194821171034,0.0346697128714865,1.17476794448906,0.0588795864445695,3.8620231465355,-78.2992184345534,31.4734124889606,-2.43416832179713,-0.171372837054816,2.58210333144689,0.409078511899141,0.862536045744014,0.030965736223727,-0.376399616794085,0.302934503358328,5.41449973789936,7.24281565622469,50.1068951081596,0.375593420402619,0.207369593362315,0.737771075955634,0.368840118355667,2.24528822432861,1.53603072667828,0.60917699509131,2.37846952820952,0.11809168313454,0.0829585717695415,0.328336393720451,0.136695872997128,2.0376960226126,683.288233420876,726.685792082676,1.88090964679725,19.0885993040662,1.57159493451436,1.32450202446516,1.36925144482713,1.68370223749275,1.08897961507162,0.929212112310866,1.23929666778904,0.520113418433366,0.880738037856739,0.506411197344971,68.8712358320835,12.1952731995838,3.38423061734757,13.5101560846867,13.4581411744407,97.0446055752526,1.12465055431896,-0.0412244973833125,0.0527731666879395,-0.0809498986979585,1.543460650179,0.427659962889099,0.0054076546235295,0.0138074791450435,-1.72827321776312,-1.34985295009938,22.1804655586299,-0.0314889352111375,0.364216907872454,0.211887553225302,7573.463590325,185.365627447708,0.0381709336876945,1.90152444927062,2.41579626347215,0.410177325167546,0.56625011015809,0.684695805724709,0.83082795498883
"8","RoccCereb","TB400.1.5",73.5074436472626,9.49004374293793,343.07175,674.72675,297.391,376.29175,78.90075,0.0638526938961975,0.0476078982072895,654.892,701.07275,46.18075,0.00692001317588002,0.00308206258288019,0.542339661680094,0.072750893626761,0.160309704409793,0.198881300838017,0.256192174095662,14.9179506747554,0.926997116993766,1.51099014892683,1.20173060049739,1.23047896171445,452.590553275899,-0.028579841489856,0.0732141687696383,0.00931200304486175,80.0376420135431,1.00043802573735,1.87058484649311,0.799538586428232,0.736156352890193,0.849053467782571,1.05099202654612,31.7911751881775,0.791917327004226,1.33385369750608,0.217676793747465,0.030251013818421,1.18356250851717,0.0447700218767155,2.27500515104778,-87.430088352861,4.38928381195589,0.379052371989914,-0.105213962927895,3.07131384292363,0.501211445275483,0.856723368098204,0.0259088937972438,-0.440852262074973,0.247517476976881,5.82063497937247,5.32394069625563,50.4086248343292,0.340333459085623,0.185506648997694,0.718652487078948,0.29015620988795,2.09807716330451,1.47060608981681,0.506775515883037,2.20929760862338,0.0836930378504005,0.0847605629777372,0.270365739079365,0.0969072017785835,1.63436185718251,402.48556383569,726.131016924572,2.05987134810427,15.2520191857348,1.38498897405009,1.20173060049739,1.2239078676077,1.51099014892683,1.0723647937051,0.94082881113896,1.15439948999477,0.593273435592246,0.914660623700048,0.57690017793502,87.4926373968753,8.69667016708395,3.11087385635431,11.4327754661625,14.5089774297504,108.241262480924,1.07054325924127,-0.0283257406802,0.818944544409347,-0.0554999975780327,1.4107059184286,0.340393860732621,0.00319829259211675,0.0103206947753855,-1.52813749067427,-1.2089415557127,28.6640328328031,-0.0121952280506565,0.227731274432107,0.205251263198741,8986.010653535,119.018224145932,0.034545433572034,1.63992651104851,12.8102241228232,0.311751394523776,0.447562834355848,0.564118306168395,0.836844620709426
"9","Minksia","TB400.1.6",54.560548519873,31.5185000219806,339.9525,685.6335,301.2655,367.8495,66.584,0.0615588354569135,0.0467087392824075,648.273,729.9795,81.7064999999999,0.0250532263424815,0.011412259538597,0.480222399346477,0.220471416605069,0.278580562713725,0.344092429670506,0.443001404586554,31.2496027254907,0.961133177734927,1.67698758494636,1.44379147120583,2.31399956888195,921.069571333434,-0.0550940906537225,-0.17935878806062,-0.229557789150632,61.9963746173782,0.99313481149392,1.76994313680591,0.659177444572561,0.641516394008686,0.715562673879027,1.09084691328245,25.6459337650601,0.839417768594062,1.63086495210219,1.0703135149056,0.0332670686323205,1.0474471927035,0.0658061565875195,4.88870763247156,-79.8118855191456,-1.46498461841902,0.430727660450457,-0.214549411817974,3.41739952358929,0.532746471107257,0.942781090792472,0.0335263096409535,0.169652791489976,0.319322644713779,6.81671328501436,12.5354899225289,63.5332777329768,0.534111017882337,0.327337767746011,0.800938428405781,0.45423478042504,3.36638319791886,2.00177591528431,0.747693954219381,2.9027223169106,0.162849775065133,0.035686365074476,0.237008215062645,0.188502664821485,2.61694775930642,704.894637818413,728.864061657897,1.44828265583521,31.2649896047672,1.78242212156581,1.44379147120583,1.49220392688164,1.67698758494636,1.10868886694318,0.912147399837193,1.3493513864167,0.627674205832458,0.918413666997722,0.6168247716749,95.6997024675005,7.33477973791703,5.98852743858011,21.8604030870056,17.6162979596774,113.593987143838,1.17611971425904,-0.053505685835351,1.004832698,-0.0561640455264825,1.72502593217956,0.407546833985171,0.0034589134634945,0.0089604379692165,-1.76557233759152,-1.5144630778921,23.0371473808815,-0.0287480469782105,0.506507982532345,0.11280453569768,6988.97474075,188.487742467536,0.019821157918748,1.77502284198782,-109.380158895467,0.51458072081443,0.689245512305186,0.80708958593067,0.915105065635549
"10","BlackStipNonCren","TB400.1.7",46.1282050882579,0.000321443219516,347.38,670.715,299.776,374.665,74.889,0.040842772548203,0.020870135446449,670.14,671.29,1.14999999999998,5.70488121210779e-05,0.00010476572778,0.357675399138098,0.000272033447594,0.151328931676351,0.187078693011171,0.239588204840696,2.32121728085693,0.521948770644899,1.67562915581018,1.16595214850797,0.083286840397494,68.403672847887,-0.020943060965185,-0.185212792739946,-0.401653896858999,31.3987618343041,1.01263673668663,2.18562375013873,0.820550318661019,0.70471162767345,0.863807300046906,1.0478621678594,10.8896185337221,0.834720208799834,1.37062334395862,0.253604387145797,0.083081894066184,1.33320518319972,0.128019519203956,0.423072932699704,-33.691403929073,-0.311334132594845,-0.700552793348757,-0.108625083663993,3.13070882630266,0.515821597672336,0.749602261565979,0.063898424770719,-1.69727630732404,0.301114169377995,0.445196826303038,1.33772306143139,14.9968205824169,0.268669434845347,0.141509167389202,0.746547785418813,0.273945231484941,1.73474143607968,1.32966960627605,0.488215892180444,1.89349624484414,0.077260120816146,0.144318422859255,0.348957339666258,0.089200444459529,0.957025259780515,609.117394367008,729.767938382856,2.36102300876843,3.21530609953756,1.35662564054473,1.16595214850797,1.171629739665,1.67562915581018,1.07044123321249,0.940909179062059,1.13143014200069,0.497384926794236,0.89277036253502,0.482626574755,58.0641325441667,3.77180929250025,0.03222881138076,2.69829949650199,0.172274088844715,30.2498436285959,1.06342900381423,-0.020674045668988,0.828686686966787,-0.067217205513394,1.46565079141819,0.413102411816858,0.011029667149994,0.03896182367129,-1.64257884648549,-1.11166771304869,9.20683538488058,-0.012972120968797,0.192988102818588,0.303758836456949,3471.33206054,-1.46378663594697,0.06561365379057,1.8864553825795,0.029578569395813,0.295882032963947,0.428045029314792,0.544127760465146,0.728703491169012
