"","Transect","Elevation","Quadrat","Time_Surface","Time_Absorption","Angle",".N","d15N",".C","d13C","f300_area","f670_area","f300_maxwl","f670_maxwl","f300_lo_wlhm","f300_up_wlhm","f300_width_wlhm","f300gauss_lo_wlhm","f300gauss_up_wlhm","f670_lo_wlhm","f670_up_wlhm","f670_width_wlhm","f670gauss_lo_wlhm","f670gauss_up_wlhm","f300_max","f670_max","ndvi","Gndvi","pri","mcari","srpi","npci","R0","l0","Rp","lp","Rs","ls"
"11","B","800","10",18.4871794871795,49.351282051282,85.9615384615385,NA,NA,NA,NA,66.3345773279925,11.5289441466692,348.826,676.019544871795,300.929653846154,387.421711538462,86.4920576923077,0.0378728872098401,0.044616625629923,651.343974358974,699.545019230769,48.2010448717949,0.0092969961095325,0.00723662318364349,0.357817312240153,0.104758315595644,0.152729572569194,0.224348964202267,-0.0705045574200038,1.33070133970975,0.56121207238147,0.299167503071128,23.3570162110897,668.422814102564,27.4228599196795,713.343301282051,28.7253968547436,724.95991025641
"12","B","400","2",1.20833333333333,28.325,60,NA,NA,NA,NA,76.469907522619,7.3435768982222,349.1220625,672.7931875,299.179875,385.9455625,86.7656875,0.0575496195696384,0.0480524840340086,656.402875,696.7178125,40.3149375,0.00715450490425377,0.00412032886682242,0.463731953026815,0.0661001313370287,0.167339620585841,0.27217807583735,-0.0676661868637692,0.891466292496394,0.517857342151292,0.31924647136493,26.63410495625,663.3488125,32.96699114625,727.619125,34.775689285625,739.80075
"13","B","500","2",0.888888888888889,5.58333333333333,120,NA,NA,NA,NA,101.742678217717,12.1792370522814,372.777833333333,681.717,302.557833333333,449.418,146.860166666667,0.0427306767928538,0.0271536490494943,651.337166666667,704.237833333333,52.9006666666666,0.0114582517406083,0.00625514026737167,0.393566265850879,0.0944776971899685,0.187221928663728,0.296087077066102,-0.0676565296653842,0.94847758059049,0.589590023361799,0.296151815818502,20.5936752216667,668.507333333333,26.3621361816667,736.9045,27.267117265,742.698833333333
"14","B","600","2",0.75,19.25,87.5,NA,NA,NA,NA,108.934478767327,11.9146438111086,373.693875,680.83325,303.352625,445.944,142.591375,0.0521150793598916,0.0296688742131528,651.579375,705.889625,54.31025,0.0113425688931417,0.00619878592349025,0.440542005794778,0.0975880525472939,0.176893786175944,0.275460591091313,-0.0687064225259329,0.984960108063367,0.544204795240369,0.327215112337237,21.24954478125,667.047,27.30385542625,740.087625,28.12452791375,744.860125
"15","B","700","2",34.4421296296296,59.1898148148148,80.3571428571429,1.16571428571429,1.53571428571429,30.35,-22.6928571428571,68.069303495326,11.767170888236,347.059464705882,669.990551960784,301.408788235294,404.051802941176,102.643014705882,0.0442282183199603,0.0385260829314067,649.934762745098,693.782879411765,43.8481166666667,0.0111078334170274,0.00811016516693053,0.36653872692482,0.106724913103716,0.198805748966336,0.25983840986868,-0.0623692488250203,1.39672068367051,0.56322368215243,0.292193229839223,21.6167539588922,667.292081372549,26.6344456338725,720.387330392157,27.8554157699804,730.762701960784
"16","B","800","2",22.1979166666667,54.325,80.6875,NA,NA,NA,NA,82.4032523675128,16.8318471377205,353.4734875,678.293797916667,301.8668,396.59351875,94.72671875,0.0488166192261035,0.0564597224956511,652.922120833333,712.55080625,59.6286854166666,0.0160507595462036,0.00894292820240212,0.443168891094843,0.139559011567395,0.204171986873778,0.28120513306631,-0.0714930752623706,1.50952555498373,0.518140033498908,0.334827107772796,24.8546763673958,667.107297916667,30.1907108019792,716.921389583333,31.5174436158333,726.412804166667
"17","B","400","3",0,0,180,NA,NA,NA,NA,223.556937839003,2.07805866877911,442.884,677.8905,305.439,563.1635,257.7245,0.039903013303307,0.0186763494815965,667.2665,687.345,20.0785,0.0037172528746815,0.002445971278512,0.556451106604827,0.0320069503300835,0.25253538030285,0.530119324573558,-0.13285612554597,0.537444749342827,0.251986475148159,0.598792840354045,19.060994125,662.0905,27.64749664,740.811,28.572436145,747.3605
"18","B","500","3",1.66666666666667,NA,120,NA,NA,NA,NA,27.1105482942735,2.94115246608438,335.497,681.627,300.969,417.241,116.272,0.026730181618341,0.016075858384479,638.472,695.389,56.917,0.005604276004662,0.004907189985006,0.144025291601334,0.030954724634753,0.030549842974608,0.038819261910968,-0.0139494179237,-0.006011576453307,0.899958823262339,0.052654392038815,16.21539903,681.053,17.66871779,749.637,17.59174965,752.482
"19","B","600","3",11,29.9351851851852,94.1666666666667,NA,NA,NA,NA,97.4936235004809,10.0870366495008,366.644488888889,674.953811111111,302.021044444444,426.066322222222,124.045277777778,0.0491806809049674,0.040518078087385,651.867644444444,699.306133333333,47.4384888888889,0.00945691720154897,0.00581765330688857,0.425172967446858,0.0949528044199513,0.157984549799089,0.229561621096925,-0.0652707100403618,1.17797890832113,0.551187265094954,0.316408837339195,23.0903463488889,667.235144444444,27.9899484088889,728.414911111111,28.7872356138889,736.344844444444
"20","B","700","3",31.3822463768116,54.765873015873,88.4722222222222,NA,NA,NA,NA,77.8036719036367,12.6249216483097,354.381661904762,670.579137301587,301.992066666667,412.850602380952,110.858535714286,0.0491832005447073,0.0429845894969367,649.495498412698,696.938473809524,47.4429753968254,0.0121127398522024,0.0089190572215129,0.398848459502734,0.120148401233251,0.194994959662321,0.256796156747107,-0.0653329917671656,1.50933333948741,0.538420953816922,0.313726958467791,21.3087094071984,667.806851587302,26.2309279714683,717.452791269841,27.3277446704603,726.559520634921
"21","B","800","3",21.752380952381,53.3852380952381,81,0.635,0.39,44.79,-24.095,78.1578803349611,8.8975459044424,352.561725,675.340708333333,299.33855,389.410925,90.072375,0.0449069744747971,0.0472392538018936,654.412616666667,699.942775,45.5301583333333,0.010254823683204,0.00547174777184454,0.390831259744575,0.0843654902516393,0.15710569008107,0.252038877693504,-0.0798660159868791,0.88701397218021,0.47234082074856,0.373327064524501,26.3981162731667,664.746958333333,30.6321692373333,712.144016666667,31.9010381324167,721.306983333333
"22","B","300","4",0,0,130,NA,NA,NA,NA,223.556937839003,2.07805866877911,442.884,677.8905,305.439,563.1635,257.7245,0.039903013303307,0.0186763494815965,667.2665,687.345,20.0785,0.0037172528746815,0.002445971278512,0.556451106604827,0.0320069503300835,0.25253538030285,0.530119324573558,-0.13285612554597,0.537444749342827,0.251986475148159,0.598792840354045,19.060994125,662.0905,27.64749664,740.811,28.572436145,747.3605
"23","B","500","4",0,0.666666666666667,180,NA,NA,NA,NA,223.556937839003,2.07805866877911,442.884,677.8905,305.439,563.1635,257.7245,0.039903013303307,0.0186763494815965,667.2665,687.345,20.0785,0.0037172528746815,0.002445971278512,0.556451106604827,0.0320069503300835,0.25253538030285,0.530119324573558,-0.13285612554597,0.537444749342827,0.251986475148159,0.598792840354045,19.060994125,662.0905,27.64749664,740.811,28.572436145,747.3605
"24","B","600","4",9.59523809523809,27.4166666666667,79.375,1.675,0.845,42.96,-19.955,44.6207644680404,15.0136831285894,336.1835,675.594875,299.675916666667,373.140541666667,73.464625,0.0366808936061091,0.0305625419284408,653.380666666667,704.793541666667,51.412875,0.0142346256804725,0.0082295025510733,0.349901887644502,0.126403532194503,0.185167839573178,0.25550720636388,-0.0628057172249256,1.99874507593953,0.5377054951504,0.314073707601388,30.7012467604167,665.756625,37.04463268625,721.096708333333,38.3536796375,729.845833333333
"25","B","700","4",36.5,42.2166666666667,84.2857142857143,1.19,0.2,31.72,-21.21,64.1882859521585,8.03187058213827,341.0996875,667.6945625,299.8875625,387.8224375,87.934875,0.0428957308698974,0.0401291597733721,649.0640625,688.7069375,39.642875,0.00715900595702694,0.00616795577203206,0.349115875666506,0.0764789184323171,0.149497505126865,0.196017050033423,-0.0556866279684502,1.10691379499278,0.581362420453846,0.278616231625326,24.602708734375,667.6569375,28.497061430625,716.5156875,29.05609571,721.6485625
"26","B","800","4",24.7366946778711,50.5158263305322,77.34375,1.36,-1.68,44.09,-20.9,79.8584124350979,11.8618692110813,355.30571,674.813442222222,300.473726666667,399.97956,99.5058333333333,0.0451605126005401,0.0447948108725706,653.302997777778,699.417113333333,46.1141155555556,0.0107439168031785,0.00678054281708041,0.419267582455858,0.103272456517893,0.177761336342151,0.259862868666556,-0.0723299728827181,1.37722774743284,0.521884757449066,0.328755240409048,24.7591134984778,665.274042222222,29.7537115070556,716.310274444445,31.4157685086111,727.096928888889
"27","B","400","5",1,43.4,60,NA,NA,NA,NA,79.9918057117471,8.59543165589724,345.374125,672.145875,298.88175,383.174625,84.292875,0.0589190295913452,0.0565264149519265,653.023,699.939375,46.9163750000001,0.00811391139054301,0.00462739349978785,0.479972810023666,0.0808653492711465,0.188708254300372,0.275225990167605,-0.0682249481379956,1.29656373339797,0.541655687639995,0.299351066399908,32.72782241,664.175375,41.390910605,729.261,44.15582279375,741.3625
"28","B","500","5",0,0.666666666666667,180,NA,NA,NA,NA,125.333743066638,2.50960556743174,389.1905,679.75875,303.204,490.20225,186.99825,0.033316597460824,0.0173761039330377,652.86925,691.367,38.49775,0.00466076443967175,0.003676580631759,0.350238199103081,0.0314808374824182,0.141542611638729,0.284469293242263,-0.073402771734835,0.26571658644476,0.575972649205249,0.32572361619643,17.6381965775,671.57175,22.658107215,745.224,23.0820928975,749.92125
"29","B","600","5",0.875,23.5,94,1.83,1.5,39.77,-20.35,97.4414833960202,16.458356034551,361.8437375,681.620975,301.8177375,423.029425,121.2116875,0.0585366725873288,0.0397834644094923,651.30885,712.781525,61.472675,0.0145165272549437,0.0079865594619172,0.459913848191143,0.129961134373533,0.206783770195853,0.295353020922633,-0.0727236109496499,1.27745975785427,0.529234173169922,0.325279223690664,22.0695053725,665.5104125,27.629570245,726.720775,28.79018607625,734.6490125
"30","B","700","5",18.8,42.9166666666667,71.25,NA,NA,NA,NA,77.2896111719994,9.40584610988009,355.3907,672.4307,302.3389,408.4043,106.0654,0.0399439103674311,0.0451111133107068,647.0027,695.4727,48.47,0.0110296090141227,0.0062975870616689,0.367558152490056,0.0845274021737484,0.141712820595447,0.195361532814607,-0.0630804729608777,0.801768320897773,0.580222510742899,0.295066827888765,22.360057019,671.3395,25.283161681,720.3693,25.453777552,723.9063
"31","B","800","5",15.7569444444444,50.7833333333333,84.375,NA,NA,NA,NA,68.0625254751927,11.2942367544428,348.115408333333,676.722865277778,300.62345,388.5692625,87.9458125,0.0413677470283205,0.0431292983005446,651.657997222222,702.384704166667,50.7267069444444,0.0107005936812309,0.00681589180888283,0.365677187021214,0.0986813967270142,0.161013552384591,0.240394947276497,-0.0727662851655637,1.02408767909487,0.538807631171726,0.3195194905538,23.5930846232639,666.679615277778,27.8345646446528,716.936759722222,28.8014384463889,725.074619444444
"32","B","500","6",0.666666666666667,3.72222222222222,120,NA,NA,NA,NA,77.6098765890103,9.13662999491635,358.846875,678.248,300.968125,421.82925,120.861125,0.0334797875856831,0.0208927177567758,655.032125,695.569875,40.53775,0.00869371922776875,0.00480901446552525,0.313079036003204,0.0712872584104206,0.148919734251988,0.246361562243525,-0.0621189286850246,0.678405679698034,0.611112331006964,0.27050032145847,25.90946648375,670.639,30.66358034125,728.959375,31.51392222625,735.449875
"33","B","600","6",1,10.3333333333333,105,NA,NA,NA,NA,75.702170936668,7.17828452314553,352.895333333333,675.977833333333,303.253666666667,414.736333333333,111.482666666667,0.0496380628501435,0.0249068300174823,647.9825,701.397333333333,53.4148333333333,0.00822188914649583,0.00490162240078367,0.35212709299881,0.0734765579635077,0.102135761340989,0.149125055530606,-0.049704822611531,0.637668748443179,0.603450441003983,0.269042720345256,18.6511418733333,670.136166666667,22.4100475216667,739.941333333333,22.5860960133333,743.169
"34","B","700","6",39.75,71.1590909090909,85.9375,NA,NA,NA,NA,70.0093297033056,11.1969763135057,349.3328,668.585325,301.86205,389.459725,87.597675,0.0453239274218069,0.0456058407767483,650.07265,693.722225,43.649575,0.0090036112817286,0.00774467478898097,0.421059863069249,0.106572272141309,0.174106831589743,0.213269074693916,-0.0567748224401978,1.47762974877254,0.599654064762183,0.263222630939068,26.11009055175,669.575875,31.03319667575,720.076725,31.7268666585,726.29125
"35","B","800","6",15.8333333333333,35.3222222222222,109.666666666667,NA,NA,NA,NA,75.303969882968,8.1984397413575,351.584083333333,676.882,301.067416666667,416.805416666667,115.738,0.0396312352675377,0.0473020633273537,654.363666666667,700.756416666667,46.39275,0.0105822372640673,0.00565987398616275,0.329643642088807,0.0787639645243758,0.162609605084935,0.251660207349185,-0.0672027872122846,1.02427993474291,0.54836343800663,0.31919641141183,24.3864453575,669.414666666667,28.001337915,716.211083333333,29.6573518166667,728.970416666667
"36","B","300","7",0,0,130,NA,NA,NA,NA,223.556937839003,2.07805866877911,442.884,677.8905,305.439,563.1635,257.7245,0.039903013303307,0.0186763494815965,667.2665,687.345,20.0785,0.0037172528746815,0.002445971278512,0.556451106604827,0.0320069503300835,0.25253538030285,0.530119324573558,-0.13285612554597,0.537444749342827,0.251986475148159,0.598792840354045,19.060994125,662.0905,27.64749664,740.811,28.572436145,747.3605
"37","B","400","7",0,0,180,NA,NA,NA,NA,223.556937839003,2.07805866877911,442.884,677.8905,305.439,563.1635,257.7245,0.039903013303307,0.0186763494815965,667.2665,687.345,20.0785,0.0037172528746815,0.002445971278512,0.556451106604827,0.0320069503300835,0.25253538030285,0.530119324573558,-0.13285612554597,0.537444749342827,0.251986475148159,0.598792840354045,19.060994125,662.0905,27.64749664,740.811,28.572436145,747.3605
"38","B","500","7",0.666666666666667,3.72222222222222,120,NA,NA,NA,NA,77.6098765890103,9.13662999491635,358.846875,678.248,300.968125,421.82925,120.861125,0.0334797875856831,0.0208927177567758,655.032125,695.569875,40.53775,0.00869371922776875,0.00480901446552525,0.313079036003204,0.0712872584104206,0.148919734251988,0.246361562243525,-0.0621189286850246,0.678405679698034,0.611112331006964,0.27050032145847,25.90946648375,670.639,30.66358034125,728.959375,31.51392222625,735.449875
"39","B","600","7",0.666666666666667,6.33333333333333,90,NA,NA,NA,NA,127.059122183145,5.3800250741513,384.941,679.233166666667,304.048333333333,471.9755,167.927166666667,0.0489671606608843,0.0239889191900678,652.6815,697.859666666667,45.1781666666667,0.00677234974336183,0.00446096138512133,0.427315207944211,0.0566269311947022,0.142998193996683,0.260839906550491,-0.072887214859083,0.541946954457173,0.519998136428859,0.357284078095435,19.4978488716667,668.603166666667,25.1484091966667,746.695,25.6203152183333,750.3955
"40","B","700","7",90,90,60,NA,NA,NA,NA,195.416445871898,13.0322748331701,402.4035,665.823,303.3495,456.8545,153.505,0.067407871633078,0.140384309407995,652.018,694.4765,42.4585,0.014222629832194,0.0069772615243405,0.790227024264911,0.10737492853167,0.122150925007769,0.139863180385625,-0.0583796141410375,1.47015147266595,0.499360993345375,0.42065641466255,47.903578695,681.898,52.22475453,719.6955,52.9868353,726.5435
"41","B","800","7",13.3181818181818,45.7575757575758,93.9090909090909,NA,NA,NA,NA,69.5805507941567,9.92079528795764,346.204818181818,676.869045454545,300.128090909091,393.380454545455,93.2523636363636,0.0433283037233291,0.0443870467339745,652.483772727273,702.782590909091,50.2988181818182,0.0109911032832311,0.00618237633062295,0.34659601234275,0.08951108874727,0.157870301698303,0.24732647638241,-0.0734342998336122,0.937746694406715,0.5293441758068,0.326661384439854,24.0289236072727,665.510363636364,27.7814862445455,714.263227272727,29.0374722622727,724.8075
"42","B","500","8",0.933333333333333,15.2083333333333,120,NA,NA,NA,NA,130.47648135819,19.3999526893816,384.588125,680.18575,303.352375,453.20325,149.850875,0.0572625938942561,0.0415250857017026,654.17375,710.539,56.36525,0.019374905318091,0.00946031837489125,0.51573976250165,0.167283711736294,0.265066933509714,0.380497703557709,-0.0877090295360782,2.10139598787159,0.45989439078471,0.382514765290681,23.1250211375,663.241125,30.64660647,721.68975,32.3076297675,729.182625
"43","B","600","8",0.875,22.46875,98.75,NA,NA,NA,NA,103.09522129668,12.4190823679648,366.117271428571,679.244828571429,302.450128571429,433.412342857143,130.962214285714,0.0574844238551329,0.0378507003037692,651.495542857143,709.550742857143,58.0552,0.0118083800019453,0.0066691795125318,0.451933972325945,0.105217932435494,0.181660738973765,0.277086025458539,-0.0721286136359891,1.1361656083265,0.520194133941768,0.335194030447793,22.0846853914286,665.588185714286,27.7204190257143,729.479028571429,28.8524334242857,737.8863
"44","B","700","8",1.2,34.75,112.5,NA,NA,NA,NA,47.0024612442004,3.38201270335361,341.28,668.626875,301.63925,391.72425,90.085,0.0388575880478559,0.0200243800838158,648.631375,690.72775,42.096375,0.00535808944301287,0.00400571763519575,0.290769419404366,0.042044599899705,0.0975374109485442,0.138219505938722,-0.04210223653746,0.265067155985225,0.690711156807384,0.192326148491935,15.8027508,668.268625,18.03644518875,727.96475,18.26877082,734.37675
"45","B","800","8",15.9479166666667,51.75,86.4285714285714,NA,NA,NA,NA,82.9616159298113,6.75328059658054,352.835785714286,672.200904761905,300.684071428571,403.326357142857,102.642285714286,0.0424738912669199,0.0472166805260511,651.244952380952,693.3585,42.1135476190476,0.00877322551840829,0.00521687397983802,0.373549370626644,0.0670896471453376,0.131890601605323,0.214881017582423,-0.0749244609905356,0.721852099239159,0.512498223150727,0.34946218170487,25.9943643559524,668.039619047619,29.4558090933333,715.960880952381,30.4747451138095,724.802547619048
"46","B","500","9",2.18055555555556,23.8611111111111,106.157407407407,0.9625,0.765,29.13,-26.4225,109.285622068706,10.4967147840057,362.72301875,676.84631875,301.109925,431.89839375,130.78846875,0.0594558971983906,0.0426149448041654,654.3332875,703.58611875,49.25283125,0.0104050726501538,0.00663580117389529,0.477296038636157,0.0966820451408883,0.213856430484137,0.331050188754065,-0.0850376546149203,1.18874971774626,0.470710470702309,0.371300056812592,24.67079138,663.91306875,32.642936479375,729.5484,35.2308388740625,743.153575
"47","B","600","9",0.666666666666667,5.5,120,NA,NA,NA,NA,106.717856744283,4.16401605020843,375.042666666667,675.880666666667,303.154333333333,457.2835,154.129166666667,0.0361829715975775,0.0187274299433052,652.969333333333,693.564,40.5946666666667,0.005795799987809,0.00370703852967233,0.343787719991594,0.0485058352004455,0.137677768537742,0.254637785999476,-0.0700381640909947,0.452014434730121,0.551429562428009,0.328505333165456,17.2657554283333,669.944333333333,21.5828753483333,736.999333333333,21.8779881083333,741.841166666667
"48","B","700","9",23.25,32.8333333333333,90,NA,NA,NA,NA,79.4281052745241,6.24572887731357,355.036125,668.840875,301.489375,418.186125,116.69675,0.0392969617543334,0.0483096036137098,648.703375,691.357875,42.6545,0.00809360999558013,0.00502258847343388,0.354090389990506,0.0627523060432167,0.0966898432969422,0.130683892015907,-0.0424963210142241,0.572291789494182,0.664464585344223,0.236551296390322,22.97478577875,673.364125,25.49429877875,724.323875,25.7644353675,730.031125
"49","B","800","9",17.9444444444444,49.6472222222222,92.3333333333333,NA,NA,NA,NA,69.5597087104615,7.24528698784618,343.310422727273,675.041959090909,299.580718181818,389.402059090909,89.8213409090909,0.0419260730060861,0.0444617014296267,654.927027272727,697.567540909091,42.6405136363636,0.00902447873791956,0.00520967504884439,0.350294134148335,0.0688440240771936,0.152599209916905,0.258130340932718,-0.0799180127038087,0.71086966592559,0.505305267850335,0.34736718612647,24.7741431986364,665.999186363636,28.7716101390909,716.241245454545,29.8455281661364,724.842554545455
