"","Transect","Elevation","Quadrat","Time_Surface","Time_Absorption","Angle",".N","d15N",".C","d13C","f300_area","f670_area","f300_maxwl","f670_maxwl","f300_lo_wlhm","f300_up_wlhm","f300_width_wlhm","f300gauss_lo_wlhm","f300gauss_up_wlhm","f670_lo_wlhm","f670_up_wlhm","f670_width_wlhm","f670gauss_lo_wlhm","f670gauss_up_wlhm","f300_max","f670_max","NDVI","OSAVI","SAVI","MTVI","PWI","GMI1","GMI2","MCARI","TVI","Vogelmann4","Boochs","Boochs2","CARI","CI","Carter","Carter2","Carter3","Carter4","Carter5","Carter6","Datt","Datt2","Datt3","Datt4","Datt5","Datt6","DD","DDn","D1","D2","EVI","EGFR","EGFN","GI","Gitelson","Gitelson2","Green.NDVI","MCARI.OSAVI","MCARI2","MCARI2.OSAVI2","mNDVI","mND705","Maccioni","MSAVI","mSR","mSR705","mSR2","MTCI","NDVI2","NDVI3","NPCI","OSAVI2","RDVI","REP_LE","REP_Li","SIPI","SPVI","SR","SR1","SR2","SR3","SR4","SR5","SR6","SR7","SR8","SRPI","Sum_Dr1","Sum_Dr2","TCARI","TCARI2","TCARI.OSAVI","TCARI2.OSAVI2","Vogelmann","Vogelmann2","Vogelmann3","PRI","PSSR","PSND","CRI1","CRI2","CRI3","CRI4","MPRI","PRI.CI2","CI2","PSRI","ClAInt","TGI","PRI_norm","PARS","DPI","GDVI_2","GDVI_3","GDVI_4","DWSI4","NSpp_Treb","NSpp_Trent","Prop_Trent"
"11","B","500","10",0.666666666666667,3.72222222222222,120,NA,NA,NA,NA,77.6098765890103,9.13662999491635,358.846875,678.248,300.968125,421.82925,120.861125,0.0334797875856831,0.0208927177567758,655.032125,695.569875,40.53775,0.00869371922776875,0.00480901446552525,0.313079036003204,0.0712872584104206,0.148919734251988,0.181261272283333,0.233125928911692,8.70626276476213,0.978232644651808,1.68427204176048,1.20396722844257,0.678405679698034,274.292344143918,-0.0252033795791751,0.0143945979672145,-0.070488195693107,57.1128304747966,0.998424238175609,2.19128468223049,0.819645964899429,0.756490107208383,0.857496201916799,1.05589617522703,22.4657998153817,0.431706924752505,1.29437368989221,-25.3171115598653,0.0495138909590858,1.26969538151915,0.0764973023956824,1.46091504253684,-63.3221117257622,0.06838954594015,0.427060562603172,-0.132083828749693,2.95922516365987,0.468603666175214,0.8397366350842,0.0401564265066964,-1.14673317311829,0.246361562243525,1.25950407330722,3.90735495175658,24.0948884263513,0.308846438113218,0.177312555689036,0.656092229127358,0.24739697544261,2.07652267660891,1.47764363494179,0.503354845624028,1.57658228680006,0.07848400558434,0.10315896797008,0.27050032145847,0.0908010034868275,1.2650944104634,691.077588959376,723.989957732887,2.76906806705867,9.25614668508199,1.39801680056943,1.20396722844257,1.24407025514173,1.68427204176048,1.07169334176562,0.938169967641146,1.15692616174506,0.614947505907836,0.902634019115713,0.611112331006964,78.6019963006252,4.32103987260458,1.45751482358264,6.61543077108288,1.48681624269523,41.6638069524209,1.07584265029293,-0.0246906380692404,1.12095591344144,-0.0621189286850246,1.42498403544941,0.341487710190312,0.00794973792414812,0.0235618669200553,-1.70103447571367,-1.19113339084353,20.0413890207706,-0.0188239088951516,0.236629432368192,0.204048433269906,6446.549908825,75.022877323316,0.0769109023195846,1.92381701459385,-40.1295331729871,0.279559345956732,0.382877119740217,0.459591270400008,0.823731906978645,3,2,0.4
"12","B","500","2",0.888888888888889,5.58333333333333,120,NA,NA,NA,NA,101.742678217717,12.1792370522814,372.777833333333,681.717,302.557833333333,449.418,146.860166666667,0.0427306767928538,0.0271536490494943,651.337166666667,704.237833333333,52.9006666666666,0.0114582517406083,0.00625514026737167,0.393566265850879,0.0944776971899685,0.187221928663728,0.228421917966602,0.293754058488929,12.7798110716161,0.982183709294279,1.84673135331476,1.26251433778722,0.94847758059049,386.268201222962,-0.0323964142660462,-0.0454396128170353,-0.046192922649563,47.0576294127149,0.996053358674153,2.41219125996015,0.775962276508022,0.704126797241676,0.819715606943095,1.07051287040559,17.4482986089709,0.497403510422858,1.38925514267642,0.317031617577557,0.0573992502250723,1.31561007188908,0.0928857516832772,1.97329150232955,-55.2774493792155,-0.32298253328058,-0.0897066691620043,-0.170453121941125,3.34268937515121,0.528818089355261,0.82002313394979,0.0459086324437755,-0.900688073542145,0.296087077066102,2.78384878370758,5.25519831957129,34.7043126673804,0.376742278680646,0.220845214117984,0.710602494349187,0.307944703273589,2.35701899393745,1.60418899925391,0.561414819540543,1.87967456139964,0.099576206529599,0.116314917507322,0.296151815818502,0.115198424722973,1.57926787650359,702.382858721602,728.365002491806,1.94052123613973,13.6361582201616,1.5072152136824,1.26251433778722,1.30783057365628,1.84673135331476,1.08696508711312,0.927074941048442,1.2023164669105,0.591814900928965,0.897147858600893,0.589590023361799,84.9287487388891,4.83477713125039,2.10366919127875,8.99829936272216,6.01255670637938,65.6447420747975,1.09726487035098,-0.0317181602600728,1.28825356393961,-0.0676565296653842,1.54104445519449,0.393843159286381,0.00981754548033017,0.0293824346264483,-1.87712844878664,-1.25367782137693,15.3968997029225,-0.0245270264375572,0.302946748906138,0.20133640436636,5241.25142728333,49.0475767406684,0.0567101008918542,2.12860211177519,-45.504159863309,0.350096563367537,0.476594244710541,0.56769807489794,0.80471162180657,2,2,0.5
"13","B","500","3",1.66666666666667,NA,120,NA,NA,NA,NA,27.1105482942735,2.94115246608438,335.497,681.627,300.969,417.241,116.272,0.026730181618341,0.016075858384479,638.472,695.389,56.917,0.005604276004662,0.004907189985006,0.144025291601334,0.030954724634753,0.030549842974608,0.030023482774064,0.038443581213872,0.623253738947156,1.08159691103959,1.09009828049323,1.05626639593645,-0.006011576453307,45.6259181202731,-0.005900420080535,0.08011129681791,0.238799183766058,33.5470099110066,0.990218483916458,1.14350284321408,0.946736377592306,0.945838015492124,0.949367267507116,1.0166162171468,16.255743287976,-0.131048454921367,0.996760773533863,-0.540958040786517,0.058821062788321,1.02479840067841,0.060458005663174,0.422220810433629,-35.4566134541098,2.70483725876601,-0.57046944508367,-0.011207020845336,3.86854527490007,0.589199671139743,0.975043690724615,0.059607509480267,-1.7179244978336,0.038819261910968,-0.20022915058011,0.550350910870107,20.1772078664236,0.281553500307303,0.193512377994887,0.638958811262298,0.049353154801842,1.78378417997091,1.47988926975412,0.349682610335649,1.04589302082537,0.023622343602115,0.002053530047246,0.052654392038815,0.027275870601796,0.152173443572363,660.934446838004,730.97906258691,2.27586142404293,0.677462689704984,1.0630250926326,1.05626639593645,1.06911502077933,1.09009828049323,1.00588532139915,0.99430462428323,1.04222074076441,0.895712244130019,0.973730718910119,0.899958823262339,89.5523679583334,-0.044383873333065,-0.019767783687316,1.53232775180653,-0.658410745884319,56.1788759807962,1.03229191450479,-0.005787776395092,3.45131830732946,-0.0139494179237,1.04690541283687,0.062841803105498,0.001659596400433,0.003568806413373,-1.02637769714119,-0.992562704266696,15.3237786575278,-0.00094198393752,0.067528547977616,0.052180456056417,3961.57865893,15.404602849368,0.091131547854096,1.08165468201443,-0.662813988361955,0.061042715216155,0.091422070166989,0.121632202926698,0.983577490914233,1,1,0.5
"14","B","500","4",0,0.666666666666667,180,NA,NA,NA,NA,223.556937839003,2.07805866877911,442.884,677.8905,305.439,563.1635,257.7245,0.039903013303307,0.0186763494815965,667.2665,687.345,20.0785,0.0037172528746815,0.002445971278512,0.556451106604827,0.0320069503300835,0.25253538030285,0.311149841455236,0.399817189666362,6.46657675041046,0.903821039108321,2.77310819450468,1.28748514621939,0.537444749342827,192.109114215178,-0.036194732063881,-0.037071347208396,-0.147820162564115,45.6295037097599,1.00480678061208,4.32312779986045,0.7219730073592,0.525025982224218,0.794216879443143,1.10407548078752,10.4432187738765,0.783841217595878,1.54013970239322,0.421739378613589,0.0801096192545755,1.87458462228533,0.152393092799138,0.608946064083462,-50.5638491643912,-2.20880024018873,-0.1293782228528,-0.285602933160064,2.74212332696428,0.464508125818783,0.542244620332282,0.044592078210106,-1.15379251428281,0.530119324573558,1.73506221668848,2.67975412531486,20.4024524027409,0.314562317852298,0.141685496613053,0.691910243379482,0.420246174593885,1.92088960392259,1.33090181272331,0.586867894066598,1.69040834646294,0.112256500921549,0.311204857400244,0.598792840354045,0.129816738745637,1.96868242663198,741.319491508389,725.25188323061,2.09741962854104,8.96602236601257,1.6761984268488,1.28748514621939,1.36217277330787,2.77310819450468,1.14632107299704,0.874772799024903,1.21537727355038,0.252058252824417,0.799299189894838,0.251986475148159,69.5341757908334,7.21393552916721,0.342247918943445,3.60216724935436,1.07978290534505,27.1613630997582,1.0833829822891,-0.0358610185497755,-0.591390313510643,-0.13285612554597,1.85120202056703,0.711140840768473,0.024334126577063,0.0756180594967555,-2.8394353116272,-1.25400768197198,7.8297730703582,-0.043891048396941,0.334803716208452,0.439024221344983,4773.20088217,-56.7496150948989,0.0591775969027185,3.52912881132333,-26.4695067060981,0.474666254072025,0.649115151659447,0.774372435836453,0.515452308869928,1,NA,NA
"15","B","500","5",0,0.666666666666667,180,NA,NA,NA,NA,125.333743066638,2.50960556743174,389.1905,679.75875,303.204,490.20225,186.99825,0.033316597460824,0.0173761039330377,652.86925,691.367,38.49775,0.00466076443967175,0.003676580631759,0.350238199103081,0.0314808374824182,0.141542611638729,0.17058666211465,0.219130385440117,3.54491524467881,0.992708975073956,1.93160323749896,1.17187577107792,0.26571658644476,118.867516167726,-0.021047576072208,0.021519974804757,0.0454895106009715,39.5882568103832,0.997512632264269,2.73331532153726,0.834354692475753,0.735431998858171,0.871792073475129,1.06034584896716,13.3494810309262,0.326396381337256,1.26845023796354,-0.059609331086464,0.0694653410214482,1.44969151148187,0.106425549231156,0.515583437258545,-43.0102313092505,0.24801850928864,-0.349923833968235,-0.1484049770027,3.30533430093217,0.526853898479263,0.758644155528449,0.0520997938451865,-1.4358585060582,0.284469293242263,0.767416533054185,1.61505251809248,20.2898301345822,0.2980579090798,0.16759893730397,0.66543452732089,0.234799664697864,1.85233689194675,1.40539554123872,0.468275252201124,1.36815068364416,0.067939422261832,0.156629193723745,0.32572361619643,0.0785463046737165,1.06042793510217,701.126969173196,728.11547290876,2.18664052629198,4.82174252785878,1.3696117597407,1.17187577107792,1.2156438970436,1.93160323749896,1.07610319719809,0.934538711654066,1.1287990071574,0.573885248477218,0.886514954402478,0.575972649205249,79.5432718745834,3.58477582791707,0.161240067628064,2.56724750058044,0.210686079730366,41.6701195402772,1.05783744839695,-0.0208243974724337,1.42996399690941,-0.073402771734835,1.44905371670195,0.386991321936985,0.012996861488748,0.0395934329550642,-1.93290650438419,-1.12328519311934,11.576775863943,-0.0224165161672305,0.201166132093034,0.2456023387007,4367.38977055,-20.6725061227654,0.0751545723784073,2.30539174666888,-13.56616034723,0.26785448464409,0.370268610913218,0.448002319381575,0.74951489989208,1,1,0.5
"16","B","500","6",0.666666666666667,3.72222222222222,120,NA,NA,NA,NA,77.6098765890103,9.13662999491635,358.846875,678.248,300.968125,421.82925,120.861125,0.0334797875856831,0.0208927177567758,655.032125,695.569875,40.53775,0.00869371922776875,0.00480901446552525,0.313079036003204,0.0712872584104206,0.148919734251988,0.181261272283333,0.233125928911692,8.70626276476213,0.978232644651808,1.68427204176048,1.20396722844257,0.678405679698034,274.292344143918,-0.0252033795791751,0.0143945979672145,-0.070488195693107,57.1128304747966,0.998424238175609,2.19128468223049,0.819645964899429,0.756490107208383,0.857496201916799,1.05589617522703,22.4657998153817,0.431706924752505,1.29437368989221,-25.3171115598653,0.0495138909590858,1.26969538151915,0.0764973023956824,1.46091504253684,-63.3221117257622,0.06838954594015,0.427060562603172,-0.132083828749693,2.95922516365987,0.468603666175214,0.8397366350842,0.0401564265066964,-1.14673317311829,0.246361562243525,1.25950407330722,3.90735495175658,24.0948884263513,0.308846438113218,0.177312555689036,0.656092229127358,0.24739697544261,2.07652267660891,1.47764363494179,0.503354845624028,1.57658228680006,0.07848400558434,0.10315896797008,0.27050032145847,0.0908010034868275,1.2650944104634,691.077588959376,723.989957732887,2.76906806705867,9.25614668508199,1.39801680056943,1.20396722844257,1.24407025514173,1.68427204176048,1.07169334176562,0.938169967641146,1.15692616174506,0.614947505907836,0.902634019115713,0.611112331006964,78.6019963006252,4.32103987260458,1.45751482358264,6.61543077108288,1.48681624269523,41.6638069524209,1.07584265029293,-0.0246906380692404,1.12095591344144,-0.0621189286850246,1.42498403544941,0.341487710190312,0.00794973792414812,0.0235618669200553,-1.70103447571367,-1.19113339084353,20.0413890207706,-0.0188239088951516,0.236629432368192,0.204048433269906,6446.549908825,75.022877323316,0.0769109023195846,1.92381701459385,-40.1295331729871,0.279559345956732,0.382877119740217,0.459591270400008,0.823731906978645,3,2,0.4
"17","B","500","7",0.666666666666667,3.72222222222222,120,NA,NA,NA,NA,77.6098765890103,9.13662999491635,358.846875,678.248,300.968125,421.82925,120.861125,0.0334797875856831,0.0208927177567758,655.032125,695.569875,40.53775,0.00869371922776875,0.00480901446552525,0.313079036003204,0.0712872584104206,0.148919734251988,0.181261272283333,0.233125928911692,8.70626276476213,0.978232644651808,1.68427204176048,1.20396722844257,0.678405679698034,274.292344143918,-0.0252033795791751,0.0143945979672145,-0.070488195693107,57.1128304747966,0.998424238175609,2.19128468223049,0.819645964899429,0.756490107208383,0.857496201916799,1.05589617522703,22.4657998153817,0.431706924752505,1.29437368989221,-25.3171115598653,0.0495138909590858,1.26969538151915,0.0764973023956824,1.46091504253684,-63.3221117257622,0.06838954594015,0.427060562603172,-0.132083828749693,2.95922516365987,0.468603666175214,0.8397366350842,0.0401564265066964,-1.14673317311829,0.246361562243525,1.25950407330722,3.90735495175658,24.0948884263513,0.308846438113218,0.177312555689036,0.656092229127358,0.24739697544261,2.07652267660891,1.47764363494179,0.503354845624028,1.57658228680006,0.07848400558434,0.10315896797008,0.27050032145847,0.0908010034868275,1.2650944104634,691.077588959376,723.989957732887,2.76906806705867,9.25614668508199,1.39801680056943,1.20396722844257,1.24407025514173,1.68427204176048,1.07169334176562,0.938169967641146,1.15692616174506,0.614947505907836,0.902634019115713,0.611112331006964,78.6019963006252,4.32103987260458,1.45751482358264,6.61543077108288,1.48681624269523,41.6638069524209,1.07584265029293,-0.0246906380692404,1.12095591344144,-0.0621189286850246,1.42498403544941,0.341487710190312,0.00794973792414812,0.0235618669200553,-1.70103447571367,-1.19113339084353,20.0413890207706,-0.0188239088951516,0.236629432368192,0.204048433269906,6446.549908825,75.022877323316,0.0769109023195846,1.92381701459385,-40.1295331729871,0.279559345956732,0.382877119740217,0.459591270400008,0.823731906978645,3,2,0.4
"18","B","500","8",0.933333333333333,15.2083333333333,120,NA,NA,NA,NA,130.47648135819,19.3999526893816,384.588125,680.18575,303.352375,453.20325,149.850875,0.0572625938942561,0.0415250857017026,654.17375,710.539,56.36525,0.019374905318091,0.00946031837489125,0.51573976250165,0.167283711736294,0.265066933509714,0.324449797368908,0.417374284339427,20.5389358343104,0.968092011728895,2.06753561297147,1.40093883895047,2.10139598787159,672.872918566341,-0.041323533922576,-0.092703143566563,0.0197389754787832,55.8397244262816,1.00496541323607,2.73790200423008,0.681901835047162,0.602109768854447,0.761192355805806,1.10828662172736,19.5419643523864,0.759558617735407,1.50539313174519,-59.8780260420046,0.0474754574172675,1.29808287089411,0.0910246598507931,2.44827733071549,-66.4000228095975,44.1994734920399,0.564620504090858,-0.2448355895465,3.05521469895628,0.482054157933655,0.810152989550985,0.037931815896315,-0.59226099701676,0.380497703557709,5.89020766214977,8.59160585272578,46.0349818517779,0.427941168476608,0.236488480458694,0.709693702319563,0.427635343936405,2.73171979119497,1.66150565120466,0.686923341163951,2.0668541111856,0.142284847106961,0.120599840283694,0.382514765290681,0.164651117771267,2.28116526235458,737.327809432735,724.673042117748,1.80938435196907,21.0864020320209,1.76418012533691,1.40093883895047,1.50489714687421,2.06753561297147,1.14553567742806,0.883128484996419,1.28120747810129,0.475052827842905,0.863852238988005,0.45989439078471,83.3494394608337,6.2517348673963,4.66902874540865,13.9093676384357,13.1956886085774,78.1474581088686,1.13004361960846,-0.0403533447077448,1.19754890162622,-0.0877090295360782,1.76286984733083,0.508679154089948,0.0107933580201659,0.0310541086557406,-2.11985993840911,-1.41307434874539,16.6483024183647,-0.0396171124991801,0.452312074908572,0.230099702896527,6078.86818923,117.990554509757,0.0379005813318119,2.41476808115099,-43.002144648556,0.485043356497331,0.645461236051315,0.755383004011982,0.785750886885104,3,2,0.4
"19","B","500","9",2.18055555555556,23.8611111111111,106.157407407407,0.9625,0.765,29.13,-26.4225,109.285622068706,10.4967147840057,362.72301875,676.84631875,301.109925,431.89839375,130.78846875,0.0594558971983906,0.0426149448041654,654.3332875,703.58611875,49.25283125,0.0104050726501538,0.00663580117389529,0.477296038636157,0.0966820451408883,0.213856430484137,0.263812071464978,0.339203230077243,14.5895525523369,0.941368271278225,1.8400428285514,1.290127359901,1.18874971774626,446.980649259826,-0.0377769691137327,0.0454644636258977,0.0955326409479151,56.5823496220265,0.996090550121028,2.60009585114541,0.740972093262717,0.661578059763607,0.799076354643347,1.07951496325915,20.4378508540469,0.783311230481029,1.44849215481531,-29.3114416288439,0.0503831881299799,1.28860177462792,0.087845429443225,2.35700336966835,-65.3388037433863,4.20108772677647,-1.22045503725066,-0.185494258454021,2.71996281053283,0.444458027089272,0.803949558552316,0.0405401217398376,-0.762034265455414,0.331050188754065,4.46614428485629,5.53439948566393,39.8290843700091,0.361383116274296,0.193765477602833,0.726209438447027,0.363370023405024,2.16958493130378,1.48986347767536,0.587230096640562,2.34828841256364,0.111113114647027,0.122714674654256,0.371300056812592,0.128542250446945,1.84083823386188,671.444006770986,726.11220462604,1.93819064993565,15.0251302970412,1.56273920424143,1.290127359901,1.33953515232191,1.8400428285514,1.10178606518022,0.918330062262574,1.21811849841233,0.484541280968001,0.868300590317033,0.470710470702309,66.2943102356928,10.4124476810942,2.66926844859842,10.1305058350655,10.2812240480561,75.994843037806,1.10564645131822,-0.0371221566068059,1.00893679067712,-0.0850376546149203,1.59682582265997,0.458486148339727,0.00954322980628638,0.0268198211285325,-1.87943427765568,-1.2942409180429,17.3928979775327,-0.0309410261614647,0.334911993442449,0.248271002229501,6282.52997276013,108.763665484278,0.0440936797074119,2.14296398781008,14.1929524260449,0.404167060344679,0.558802591052195,0.677412076285826,0.778975846465238,6,4,0.4
"20","B","600","1",10.1833333333333,32.225,93.75,1.765,-0.215,28.775,-21.32,97.1399916128322,10.7584733159853,361.265933333333,674.474255555556,301.756266666667,422.615877777778,120.859611111111,0.0500903500937841,0.0460854516243222,650.202477777778,701.745633333333,51.5431555555555,0.0108696445826894,0.00613811359555346,0.429607090313727,0.0925473711418271,0.172276528411026,0.211345732176911,0.271522445472214,11.5360981511699,0.991312655054684,1.63555862437755,1.23761160760281,1.07173472456768,370.645257737313,-0.0264876493935171,-0.0215133067366632,0.108791848778857,51.8160979212019,1.00046497923141,2.61181922278527,0.787960281206858,0.728829447643026,0.839491143125011,1.07127178805035,20.5267994290411,0.62409925314215,1.29646243094626,-24.7172244924249,0.0542699870606608,1.20515535323704,0.0823767071196638,1.41075543543103,-58.2245750021972,1.12680161387974,0.527270056708747,-0.144194425326096,3.03958044470404,0.473304000364817,0.858962494810935,0.0469942538468635,-1.08357821829192,0.257987595695515,6.57018810176282,4.39592206023325,37.274192328971,0.309970037260815,0.172288447845262,0.655588161111783,0.294342656372264,2.01018801525928,1.43917043819495,0.531254959531886,1.91219463045509,0.090646627975083,0.0853078570674282,0.332397783840582,0.104828830854091,1.40207122373974,697.854229804177,718.350515998535,1.76692993454273,11.4832536438146,1.4434470924523,1.23761160760281,1.28315890459238,1.63555862437755,1.08564878719744,0.929513564130948,1.17057682973246,0.54136566509163,0.876971914590981,0.528964629178264,73.7898119630464,4.7179368459726,2.5030430903079,8.26731437352985,17.2771138515256,78.7263063924045,1.08333898260088,-0.0260411975736228,0.84075375452051,-0.0696771820678923,1.45249399297275,0.392509933835125,0.00920958889706264,0.0239276106280937,-1.63000204361533,-1.21240907432705,17.4522429862867,-0.021934330962528,0.271891745920858,0.217880687826764,5826.32768673333,194.322327242279,0.0497813028430611,1.89860958874987,-12.87916266564,0.327911163365585,0.457330078462578,0.559018395577506,0.839718776160448,7,3,0.3
"21","B","600","10",1,8.5,120,NA,NA,NA,NA,69.1096773891627,7.21884466825126,352.342466666667,675.4031,302.3398,411.552466666667,109.212666666667,0.0424859728493382,0.0249643095725347,648.788433333333,698.223733333333,49.4353,0.00788039244304623,0.00534075341931553,0.330222458553321,0.0782779281384823,0.124131525811226,0.148075241705402,0.190008595859597,6.3396964769624,1.01968652908299,1.41918335325363,1.17029453613528,1.00160410938753,241.404488163192,-0.0148738375830922,0.054273469726971,0.166249956106849,39.4430448231507,0.998209707446313,2.09136449118594,0.843354650786788,0.804650532554567,0.888476674716,1.06353035398701,15.8426237645281,0.360163544299512,1.16311456961359,-1.00295503401562,0.0595600832121803,1.11624721328126,0.0779152826696815,0.33978420091704,-41.6684746315743,1.42654352731826,-0.206720733398608,-0.086710477898588,3.04026442235057,0.48367774454635,0.907702872056441,0.0560910311708011,-1.61810794873527,0.178785644819298,3.83404438648307,2.2788655357442,24.8840228260062,0.295606460695825,0.169250864357114,0.589681342458519,0.213033448464321,1.86460992495273,1.41054714612672,0.463905850906116,1.46213463907557,0.0669038528938655,0.0507716438473004,0.256888944697035,0.0773212901704098,0.890127547663658,562.724156549057,723.288637227781,2.257720747481,6.10434703506039,1.30599893418331,1.17029453613528,1.21588327024524,1.41918335325363,1.07374395481428,0.937065209309759,1.11417238317516,0.631310283444377,0.902409089586758,0.617012082211181,69.6003172620556,3.60224151875029,2.25981662005361,4.66724314377982,8.88177632297776,55.7195576186206,1.06383630368595,-0.0146445177940611,1.23568985182113,-0.0580868756513093,1.28648695687437,0.277525388273664,0.00718639430163143,0.0172977405045949,-1.37566572849651,-1.11879626116404,13.6894846678073,-0.0146584958784766,0.187983500834752,0.163583805111718,4396.33992829667,93.3745279009053,0.0749193110250084,1.57311184720165,0.428341042961458,0.239149014021561,0.339587109872016,0.424103464984059,0.894299712360107,2,1,0.333333333333333
"22","B","600","2",0.75,19.25,87.5,NA,NA,NA,NA,108.934478767327,11.9146438111086,373.693875,680.83325,303.352625,445.944,142.591375,0.0521150793598916,0.0296688742131528,651.579375,705.889625,54.31025,0.0113425688931417,0.00619878592349025,0.440542005794778,0.0975880525472939,0.176893786175944,0.215631746829398,0.27727071178272,11.5640417503497,0.992130335160142,1.75528572010457,1.24852952175026,0.984960108063367,370.061069331547,-0.0290335697833284,-0.067995026204905,-0.041860336029636,48.256434889397,0.996421540842058,2.54273559826578,0.784953687474617,0.720642603042374,0.829407245965531,1.07077123451881,18.2529443863079,0.529608496400963,1.33550830713641,0.331786565030042,0.053830616034056,1.27363555429781,0.0842015983082531,1.77367443879515,-55.52376961856,0.149971805804147,0.000236828525692491,-0.15167927935315,3.23303265270632,0.518541846373275,0.836359304651517,0.0442869900229674,-1.02818402589658,0.275460591091313,3.63138212453828,4.62890817408235,33.802622025025,0.346446345776003,0.198585405526682,0.696278440471789,0.296643276037187,2.18940873546202,1.52904988557068,0.542564917368711,1.72118565206598,0.0937945330484738,0.10346772989766,0.327215112337237,0.108506972793552,1.46938725608632,705.908424204872,726.312656039658,2.06951563624489,12.0996833060839,1.46582936923432,1.24852952175026,1.29520266849755,1.75528572010457,1.08604470471197,0.927876225049181,1.19014830817489,0.558512106461204,0.892924055614768,0.544204795240369,85.2208417666668,3.93352926406293,2.27674335310694,8.27145467324259,8.45270194776231,66.4526574124022,1.09601965024842,-0.0284451466078971,0.867376719240346,-0.0687064225259329,1.4841073042704,0.38724559305491,0.00900875668504512,0.025923556173649,-1.77228034510885,-1.23462807897793,15.9673112906281,-0.0223166694144429,0.281783014091871,0.203649954262161,5392.4294401325,82.5289527905435,0.0570822629839049,2.00630218665508,-34.2883766041163,0.334006307266825,0.461037990403758,0.557857369377635,0.820889609588259,2,2,0.5
"23","B","600","3",11,29.9351851851852,94.1666666666667,NA,NA,NA,NA,97.4936235004809,10.0870366495008,366.644488888889,674.953811111111,302.021044444444,426.066322222222,124.045277777778,0.0491806809049674,0.040518078087385,651.867644444444,699.306133333333,47.4384888888889,0.00945691720154897,0.00581765330688857,0.425172967446858,0.0949528044199513,0.157984549799089,0.192885610027039,0.247889695482598,10.944773664315,0.993114632942736,1.57018159292834,1.21690931320691,1.17797890832113,363.721591461534,-0.0233510709623669,-0.0472093225754037,0.0699072345044588,52.0422627118288,0.995407109790364,2.58712831850527,0.804515364891711,0.756439670135689,0.853895805250098,1.06928682224385,21.045446628946,0.586487844453538,1.26293660420908,-2.35114687286379,0.0501543991842671,1.17533508461115,0.0742153822272834,1.31076877016947,-57.497884725483,0.527787033025961,-0.0384028313339791,-0.130164598096086,2.97533078644515,0.482740126714658,0.884527225596844,0.0444033575396614,-1.17087608830302,0.229561621096925,7.74851120354953,4.07786132454134,36.2986919771447,0.301371416717107,0.165607356143909,0.628461844088044,0.271208190971632,1.97361557001896,1.42256006352597,0.510015260871661,1.84378279043444,0.0827772987626219,0.0706670766025478,0.316408837339195,0.0957439390341206,1.28858939819675,689.826358145688,716.476162065104,1.81277625041842,10.7269041657615,1.40272497736535,1.21690931320691,1.26319039514308,1.57018159292834,1.0852261824967,0.928578668525867,1.15710327908202,0.563657155821342,0.880039843784027,0.551187265094954,75.4070303303612,4.11458393365779,2.80816640507488,7.72881662819844,20.4588798997495,78.3220418923266,1.08256819691175,-0.022911818419858,-0.0671123781645306,-0.0652707100403618,1.39616839599506,0.364160681768028,0.00837458565190809,0.0207784382490935,-1.56454226160041,-1.19362366216366,17.9624925430207,-0.0192962312876201,0.244572653432114,0.202647251232216,5849.19156427889,212.887466032664,0.0501932851849217,1.82083537008759,-16.1918654023828,0.301500122273284,0.422396675215816,0.519536229012649,0.866189134654796,7,3,0.3
"24","B","600","4",9.59523809523809,27.4166666666667,79.375,1.675,0.845,42.96,-19.955,44.6207644680404,15.0136831285894,336.1835,675.594875,299.675916666667,373.140541666667,73.464625,0.0366808936061091,0.0305625419284408,653.380666666667,704.793541666667,51.412875,0.0142346256804725,0.0082295025510733,0.349901887644502,0.126403532194503,0.185167839573178,0.230827076346442,0.297096558482462,16.1035364669319,0.947135461117692,1.54658462483347,1.24731161799518,1.99874507593953,514.941087276881,-0.029662485595087,-0.151735944229122,-0.115244840488783,70.7685524419788,0.996809080519179,2.36053327555824,0.781687839306059,0.722345991963322,0.835677659316834,1.08430719433237,27.3857410994818,0.75794218817443,1.35481720080408,1.17921811005845,0.0332650804555295,1.12964861764917,0.0535942020674321,1.15002015654277,-76.3214574973214,0.0477904870609468,-4.23217614098523,-0.132961396456577,2.82475245552072,0.467367197289377,0.887860192628042,0.0311812081926234,-0.697709462115881,0.25550720636388,7.75641385287244,5.47799348004199,43.8700559159273,0.369854262144341,0.194768839029048,0.698349658855037,0.325187975165173,2.35847436711773,1.52156496274541,0.546124019087943,1.80384358525066,0.0960052416292617,0.0673235832512005,0.314073707601388,0.111116296480628,1.73574830590559,758.399825837808,727.104162717868,1.99319577928042,15.9053338643438,1.47002172209974,1.24731161799518,1.28872066132179,1.54658462483347,1.10251293391341,0.91478204316972,1.18102954152343,0.566552045089467,0.897063174660574,0.5377054951504,84.2716669820835,6.62357971305591,4.81069827711767,10.6405732879691,18.4320459278725,89.1649205632903,1.08889097821393,-0.0290999895827067,0.199326012342042,-0.0628057172249256,1.45498871039837,0.364540741439475,0.00434119314705083,0.0113116036197029,-1.56418051092503,-1.25448633737763,24.021153747972,-0.0177108331048128,0.275395969639257,0.189440326904637,7811.0451169375,171.451634482223,0.0344874351658176,1.7086246606305,-17.8680254014521,0.354003276037477,0.496902006061335,0.611900859823941,0.865087776858133,3,4,0.571428571428571
